type,properties/OD_Pair,properties/OrgLat,properties/OrgLon,properties/DestLat,properties/DestLon,properties/Count,properties/Origin,properties/Dest,properties/OrgMun,properties/DestMun,geometry/type,geometry/coordinates/0/0,geometry/coordinates/0/1,geometry/coordinates/1/0,geometry/coordinates/1/1
Feature,47605-47189,10.701847,-74.716545,11.007433,-74.241368,130,47605,47189,REMOLINO,CIÉNAGA,LineString,-74.7165449360999,10.7018473845,-74.2413680715999,11.0074328252
Feature,20228-8433,9.201044,-73.541775,10.857597,-74.775158,130,20228,8433,CURUMANÍ,MALAMBO,LineString,-73.5417746536,9.20104392798,-74.7751583853,10.8575967578
Feature,23090-13001,8.787601,-76.240753,10.398816,-75.501229,130,23090,13001,CANALETE URBANO,CARTAGENA DE INDIAS,LineString,-76.2407532603999,8.78760091749,-75.5012292161,10.3988164843999
Feature,47551-47030,10.461344,-74.615396,10.184497,-74.060668,130,47551,47030,PIVIJAY,ALGARROBO,LineString,-74.6153957047,10.4613440093999,-74.0606684899999,10.1844965579999
Feature,47460-20060,9.806165,-74.392067,9.974372,-73.888042,130,47460,20060,GRANADA,BOSCONIA,LineString,-74.3920666979999,9.80616453244,-73.888041926,9.974371994260002
Feature,5154-70215,7.97776,-75.198514,9.320684,-75.292023,130,5154,70215,CAUCASIA,COROZAL,LineString,-75.1985143434999,7.97776036996,-75.2920234071,9.32068414476
Feature,27001-70001,5.692349,-76.651125,9.300455,-75.395996,130,27001,70001,SAN FRANCISCO DE QUIBDO,SINCELEJO,LineString,-76.6511246326,5.69234946496,-75.3959960643999,9.30045521524
Feature,20787-20517,8.862392,-73.81185,8.956043,-73.625399,130,20787,20517,TAMALAMEQUE,PAILITAS,LineString,-73.8118501693,8.86239230034,-73.6253987915,8.95604299466
Feature,5665-23660,8.278064,-76.382562,8.943648,-75.44522,130,5665,23660,SAN PEDRO DE URABÁ,SAHAGÚN,LineString,-76.3825621281999,8.27806430725999,-75.4452198328,8.94364754969
Feature,13473-68575,8.275813,-73.867882,7.349374,-73.898129,130,13473,68575,MORALES,PUERTO WILCHES,LineString,-73.8678818761,8.27581253544999,-73.8981286074999,7.34937400217
Feature,13268-68081,8.989059,-73.949752,7.067976,-73.846686,130,13268,68081,EL PEÑÓN,BARRANCABERMEJA,LineString,-73.9497518751999,8.98905859223,-73.8466857443,7.06797552653
Feature,5893-5579,7.002807,-73.910354,6.490067,-74.404636,130,5893,5579,CASABE,PUERTO BERRÍO,LineString,-73.9103536151999,7.00280678303,-74.4046363089999,6.49006653909
Feature,70713-5001,9.736821,-75.525562,6.248941,-75.577056,130,70713,5001,SAN ONOFRE,MEDELLÍN,LineString,-75.5255622913,9.73682100005,-75.5770556256999,6.24894080931
Feature,50573-99001,4.092854,-72.95586,6.187035,-67.487229,130,50573,99001,PUERTO LÓPEZ,PUERTO CARREÑO,LineString,-72.9558599990999,4.09285369741,-67.4872292090999,6.18703535506
Feature,5679-5360,5.874489,-75.567507,6.169702,-75.613401,130,5679,5360,SANTA BÁRBARA,ITAGÜÍ,LineString,-75.567507332,5.87448859244,-75.6134013955,6.16970164493
Feature,5642-5129,5.961162,-75.975436,6.091578,-75.634494,130,5642,5129,SALGAR,CALDAS,LineString,-75.9754359614999,5.96116241762,-75.6344938042,6.0915778465
Feature,5847-5034,6.314001,-76.13224,5.656885,-75.879251,130,5847,5034,URRAO,ANDES,LineString,-76.1322404659999,6.31400117613,-75.8792510189999,5.65688469538
Feature,17013-66682,5.610592,-75.454235,4.876509,-75.624074,130,17013,66682,AGUADAS,SANTA ROSA DE CABAL,LineString,-75.4542346645999,5.610592234,-75.6240743863999,4.87650859896
Feature,17614-66682,5.423953,-75.702319,4.876509,-75.624074,130,17614,66682,RIOSUCIO,SANTA ROSA DE CABAL,LineString,-75.7023188489,5.42395347464,-75.6240743863999,4.87650859896
Feature,23090-11001,8.787601,-76.240753,4.650528,-74.105972,130,23090,11001,CANALETE URBANO,"BOGOTÁ, D.C.",LineString,-76.2407532603999,8.78760091749,-74.105971599,4.65052840264
Feature,50711-85440,3.127717,-73.751279,4.610618,-72.927168,130,50711,85440,VISTAHERMOSA,VILLANUEVA,LineString,-73.7512790116,3.12771711129,-72.9271678861999,4.61061819706
Feature,18410-25754,1.48833,-75.436147,4.576529,-74.215511,130,18410,25754,LA MONTAÑITA,SOACHA,LineString,-75.4361470336999,1.48833022085,-74.2155110973999,4.57652885514
Feature,50223-50001,3.793034,-73.840963,4.122958,-73.626878,130,50223,50001,SAN LUIS DE CUBARRAL,VILLAVICENCIO,LineString,-73.8409629559999,3.79303419712,-73.626877897,4.12295758045
Feature,73616-50001,3.530214,-75.644684,4.122958,-73.626878,130,73616,50001,RIOBLANCO,VILLAVICENCIO,LineString,-75.6446841365,3.53021377745,-73.626877897,4.12295758045
Feature,95200-76001,1.336792,-71.95126,3.417587,-76.522332,130,95200,76001,MIRAFLORES,SANTIAGO DE CALI,LineString,-71.9512603082,1.33679172995,-76.5223324663,3.417586541
Feature,76563-19001,3.419438,-76.241041,2.447699,-76.624469,130,76563,19001,PRADERA,POPAYÁN,LineString,-76.2410411117,3.41943776727,-76.62446903320001,2.4476985537
Feature,52405-41298,1.934368,-77.306336,2.195653,-75.626738,130,52405,41298,LEIVA,GARZÓN,LineString,-77.3063358495,1.93436756981,-75.62673823,2.19565280168
Feature,18756-41298,0.699161,-75.253344,2.195653,-75.626738,130,18756,41298,SOLANO,GARZÓN,LineString,-75.2533438974,0.699161193491,-75.62673823,2.19565280168
Feature,18001-18247,1.617334,-75.60689,1.679064,-75.282837,130,18001,18247,FLORENCIA,EL DONCELLO,LineString,-75.6068902091,1.61733394988,-75.2828373661999,1.67906350696
Feature,18094-18610,1.420263,-75.871503,1.331726,-75.973662,130,18094,18610,BELÉN DE LOS ANDAQUÍES,SAN JOSÉ DEL FRAGUA,LineString,-75.8715028042999,1.42026319306,-75.9736618541,1.33172583838
Feature,20175-44430,9.25775,-73.812795,11.378362,-72.241551,129,20175,44430,CHIMICHAGUA,MAICAO,LineString,-73.8127954261999,9.25774990553,-72.2415513962999,11.378361874299902
Feature,13442-44090,9.985133,-75.303201,11.271254,-73.307237,129,13442,44090,MARÍA LA BAJA,DIBULLA,LineString,-75.3032014542,9.98513343920999,-73.3072366875999,11.2712541239
Feature,13580-8001,8.6655,-73.823151,10.979459,-74.816835,129,13580,8001,REGIDOR,BARRANQUILLA,LineString,-73.8231513694999,8.66549960191,-74.8168347868,10.9794593386
Feature,13600-8758,8.589185,-73.837674,10.90618,-74.793567,129,13600,8758,RÍO VIEJO,SOLEDAD,LineString,-73.8376744607,8.58918472553,-74.7935670006999,10.9061797919
Feature,20013-8433,10.040365,-73.237431,10.857597,-74.775158,129,20013,8433,AGUSTÍN CODAZZI,MALAMBO,LineString,-73.2374314486999,10.0403645547,-74.7751583853,10.8575967578
Feature,47268-20001,10.611137,-74.268751,10.461893,-73.258517,129,47268,20001,EL RETÉN,VALLEDUPAR,LineString,-74.2687506633999,10.6111371734,-73.2585170443999,10.4618933985
Feature,13042-20001,8.459144,-73.943278,10.461893,-73.258517,129,13042,20001,ARENAL,VALLEDUPAR,LineString,-73.9432783647,8.45914383697,-73.2585170443999,10.4618933985
Feature,47660-47170,10.032519,-74.213961,10.028009,-74.620928,129,47660,47170,SAN ÁNGEL,CHIVOLO,LineString,-74.2139612232,10.032519022,-74.6209275007,10.0280091848
Feature,13894-20060,9.748568,-74.81496,9.974372,-73.888042,129,13894,20060,ZAMBRANO,BOSCONIA,LineString,-74.8149599707,9.74856772595999,-73.888041926,9.974371994260002
Feature,54245-20383,8.510759,-73.446775,8.618015,-73.801111,129,54245,20383,EL CARMEN,LA GLORIA,LineString,-73.4467753988,8.51075882452,-73.8011114104999,8.61801512911
Feature,52079-5154,1.673572,-78.138261,7.97776,-75.198514,129,52079,5154,BARBACOAS,CAUCASIA,LineString,-78.1382611994999,1.67357164647,-75.1985143434999,7.977760369959999
Feature,13001-54001,10.398816,-75.501229,7.905267,-72.505591,129,13001,54001,CARTAGENA DE INDIAS,CÚCUTA,LineString,-75.5012292161,10.3988164843999,-72.5055909658999,7.905267116589999
Feature,5790-23682,7.581611,-75.399711,7.786984,-75.534855,129,5790,23682,TARAZÁ,SAN JOSÉ DE URÉ,LineString,-75.3997109965,7.58161135294,-75.5348549888999,7.78698363946
Feature,54670-68276,8.398315,-73.206691,7.074187,-73.097661,129,54670,68276,SAN CALIXTO,FLORIDABLANCA,LineString,-73.2066910223,8.39831528626,-73.0976614006,7.074187481910001
Feature,5819-5887,7.010342,-75.692167,6.96558,-75.419598,129,5819,5887,TOLEDO,YARUMAL,LineString,-75.6921665410999,7.01034191627,-75.4195984061999,6.96557969998
Feature,15518-15759,5.293801,-72.702566,5.724862,-72.923237,129,15518,15759,PAJARITO,SOGAMOSO,LineString,-72.7025663298999,5.2938006718,-72.9232368991,5.72486205263
Feature,73675-66001,3.914292,-75.479651,4.807002,-75.718267,129,73675,66001,SAN ANTONIO,PEREIRA,LineString,-75.4796506380999,3.91429203366,-75.7182670472,4.80700196952
Feature,66687-11001,5.074897,-75.964393,4.650528,-74.105972,129,66687,11001,SANTUARIO,"BOGOTÁ, D.C.",LineString,-75.9643929660999,5.07489741534,-74.105971599,4.65052840264
Feature,27361-25754,5.153351,-76.686002,4.576529,-74.215511,129,27361,25754,ISTMINA,SOACHA,LineString,-76.6860015417999,5.15335100307,-74.2155110973999,4.57652885514
Feature,76834-63130,4.085358,-76.197176,4.516195,-75.649088,129,76834,63130,TULUÁ,CALARCÁ,LineString,-76.1971756039,4.08535846449,-75.649088163,4.51619511746
Feature,73226-25307,4.059845,-74.692666,4.303705,-74.810463,129,73226,25307,CUNDAY,GIRARDOT,LineString,-74.6926661166999,4.05984509402,-74.810462942,4.30370548857
Feature,73067-73483,3.591165,-75.382454,3.624775,-75.093039,129,73067,73483,ATACO,NATAGAIMA,LineString,-75.3824540224999,3.59116486731,-75.0930388489999,3.62477501619
Feature,18753-41020,2.113418,-74.77196,2.522556,-75.315695,129,18753,41020,SAN VICENTE DEL CAGUÁN,ALGECIRAS,LineString,-74.7719596917,2.11341773815,-75.3156946518,2.52255590505
Feature,73555-41306,3.197021,-75.643784,2.387831,-75.545729,129,73555,41306,PLANADAS,GIGANTE,LineString,-75.6437838795,3.19702137708,-75.545729476,2.38783133542
Feature,18785-41319,0.872398,-75.620131,2.024752,-75.757509,129,18785,41319,SOLITA,GUADALUPE,LineString,-75.6201310918,0.872398243529,-75.7575093932999,2.02475223022
Feature,76001-18001,3.417587,-76.522332,1.617334,-75.60689,129,76001,18001,SANTIAGO DE CALI,FLORENCIA,LineString,-76.5223324663,3.417586541,-75.6068902091,1.61733394988
Feature,52835-52683,1.761334,-78.781544,1.285592,-77.470267,129,52835,52683,TUMACO,SANDONÁ,LineString,-78.7815440444999,1.76133367771,-77.4702674069999,1.28559189186
Feature,52435-52356,1.140842,-77.864658,0.828204,-77.646269,129,52435,52356,PIEDRANCHA,IPIALES,LineString,-77.8646583337,1.14084161821,-77.6462686004999,0.828204252073
Feature,52678-86568,1.334546,-77.594757,0.504219,-76.497837,129,52678,86568,SAMANIEGO,PUERTO ASÍS,LineString,-77.5947573067,1.33454629135,-76.4978366717,0.504218750718
Feature,18150-86568,1.334347,-74.84462,0.504219,-76.497837,129,18150,86568,CARTAGENA DEL CHAIRÁ,PUERTO ASÍS,LineString,-74.844619613,1.33434675057,-76.4978366717,0.504218750718
Feature,5837-8433,8.094097,-76.726432,10.857597,-74.775158,128,5837,8433,TURBO,MALAMBO,LineString,-76.7264318309999,8.09409673761,-74.7751583853,10.8575967578
Feature,47001-8078,11.225703,-74.188397,10.794952,-74.916213,128,47001,8078,SANTA MARTA,BARANOA,LineString,-74.1883970494999,11.2257031418,-74.916213271,10.7949517701
Feature,47692-20001,9.240824,-74.351396,10.461893,-73.258517,128,47692,20001,SAN SEBASTIÁN DE BUENAVISTA,VALLEDUPAR,LineString,-74.3513955587,9.24082440458,-73.2585170443999,10.4618933985
Feature,47960-47170,10.169357,-74.71712,10.028009,-74.620928,128,47960,47170,PUNTA DE PIEDRAS,CHIVOLO,LineString,-74.7171202550999,10.1693570393999,-74.6209275007,10.0280091848
Feature,5147-70001,7.755117,-76.654051,9.300455,-75.395996,128,5147,70001,CAREPA,SINCELEJO,LineString,-76.6540510757999,7.75511703075,-75.3959960643999,9.30045521524
Feature,13473-20295,8.275813,-73.867882,8.32152,-73.743041,128,13473,20295,MORALES,GAMARRA,LineString,-73.8678818761,8.27581253544999,-73.7430412581999,8.32152023223999
Feature,13580-68001,8.6655,-73.823151,7.115901,-73.132537,128,13580,68001,REGIDOR,BUCARAMANGA,LineString,-73.8231513694999,8.66549960191,-73.1325367610999,7.1159014435
Feature,68190-68276,6.315266,-73.950919,7.074187,-73.097661,128,68190,68276,CIMITARRA,FLORIDABLANCA,LineString,-73.9509191398999,6.31526561795,-73.0976614006,7.074187481910001
Feature,13810-68081,8.556467,-74.264788,7.067976,-73.846686,128,13810,68081,PUERTO RICO,BARRANCABERMEJA,LineString,-74.2647877150999,8.55646720521,-73.8466857443,7.06797552653
Feature,5819-5088,7.010342,-75.692167,6.333786,-75.554448,128,5819,5088,TOLEDO,BELLO,LineString,-75.6921665410999,7.01034191627,-75.5544475762,6.33378556234
Feature,5674-5541,6.28154,-75.33206,6.221683,-75.212372,128,5674,5541,SAN VICENTE,PEÑOL,LineString,-75.3320597999999,6.2815401084,-75.2123722544999,6.22168318271
Feature,5440-5697,6.173548,-75.338078,6.137116,-75.265408,128,5440,5697,MARINILLA,EL SANTUARIO,LineString,-75.3380784356999,6.17354813976,-75.265408308,6.13711554521
Feature,5690-5197,6.472525,-75.165171,6.057889,-75.185613,128,5690,5197,SANTO DOMINGO,COCORNÁ,LineString,-75.1651709964999,6.47252483295,-75.1856126096,6.0578887963
Feature,50568-85001,4.312027,-72.082955,5.332228,-72.393994,128,50568,85001,PUERTO GAITÁN,YOPAL,LineString,-72.0829548641,4.31202705993,-72.3939942485999,5.33222810526
Feature,17001-66001,5.056447,-75.490037,4.807002,-75.718267,128,17001,66001,MANIZALES,PEREIRA,LineString,-75.4900373312,5.05644709052,-75.7182670472,4.80700196952
Feature,27006-11001,8.51095,-77.278618,4.650528,-74.105972,128,27006,11001,ACANDÍ,"BOGOTÁ, D.C.",LineString,-77.2786180632,8.51094989588,-74.105971599,4.65052840264
Feature,25320-25754,5.07249,-74.603415,4.576529,-74.215511,128,25320,25754,GUADUAS,SOACHA,LineString,-74.603414551,5.07248999368,-74.2155110973999,4.57652885514
Feature,73043-25754,4.627397,-75.096303,4.576529,-74.215511,128,73043,25754,ANZOÁTEGUI,SOACHA,LineString,-75.0963028335,4.62739733217,-74.2155110973999,4.57652885514
Feature,50006-25754,3.991014,-73.765602,4.576529,-74.215511,128,50006,25754,ACACÍAS,SOACHA,LineString,-73.7656023437999,3.99101402798,-74.2155110973999,4.57652885514
Feature,50270-50006,3.739129,-73.835162,3.991014,-73.765602,128,50270,50006,EL DORADO,ACACÍAS,LineString,-73.8351618951,3.73912923949,-73.7656023437999,3.991014027979999
Feature,76001-76111,3.417587,-76.522332,3.901401,-76.298934,128,76001,76111,SANTIAGO DE CALI,GUADALAJARA DE BUGA,LineString,-76.5223324663,3.417586541,-76.2989340409999,3.90140102715
Feature,50330-50287,3.382246,-74.044366,3.462211,-73.619554,128,50330,50287,MESETAS,FUENTE DE ORO,LineString,-74.0443664191,3.3822458552,-73.6195537078999,3.46221107219
Feature,41357-41797,2.650001,-75.635042,2.485911,-75.727443,128,41357,41797,ÍQUIRA,TESALIA,LineString,-75.6350419179999,2.65000134517,-75.7274434436999,2.48591120233
Feature,41483-41797,2.545782,-75.809037,2.485911,-75.727443,128,41483,41797,NÁTAGA,TESALIA,LineString,-75.8090372995,2.54578193366,-75.7274434436999,2.48591120233
Feature,18205-41396,1.033655,-75.920355,2.389328,-75.891112,128,18205,41396,CURILLO,LA PLATA,LineString,-75.9203547686999,1.03365529497,-75.8911122160999,2.38932771841
Feature,18785-18479,0.872398,-75.620131,1.487622,-75.724541,128,18785,18479,SOLITA,MORELIA,LineString,-75.6201310918,0.872398243529,-75.724540937,1.48762228534
Feature,18753-86001,2.113418,-74.77196,1.151519,-76.650874,128,18753,86001,SAN VICENTE DEL CAGUÁN,MOCOA,LineString,-74.7719596917,2.11341773815,-76.6508743094999,1.15151944879
Feature,18205-86885,1.033655,-75.920355,1.030863,-76.614658,128,18205,86885,CURILLO,VILLAGARZÓN,LineString,-75.9203547686999,1.03365529497,-76.6146582665,1.03086306414
Feature,54498-8758,8.246666,-73.355196,10.90618,-74.793567,127,54498,8758,OCAÑA,SOLEDAD,LineString,-73.3551957157999,8.24666636475,-74.7935670006999,10.9061797919
Feature,20013-47245,10.040365,-73.237431,8.998318,-73.979392,127,20013,47245,AGUSTÍN CODAZZI,EL BANCO,LineString,-73.2374314486999,10.0403645547,-73.979391715,8.99831827329
Feature,13744-47245,7.95522,-73.946366,8.998318,-73.979392,127,13744,47245,SIMITÍ,EL BANCO,LineString,-73.9463661064999,7.95522013541,-73.979391715,8.99831827329
Feature,5045-27006,7.882717,-76.626186,8.51095,-77.278618,127,5045,27006,APARTADÓ,ACANDÍ,LineString,-76.6261859722999,7.88271669619,-77.2786180632,8.51094989588
Feature,20550-54245,8.687891,-73.665913,8.510759,-73.446775,127,20550,54245,PELAYA,EL CARMEN,LineString,-73.6659129700999,8.68789096539999,-73.4467753988,8.51075882452
Feature,13688-54001,7.963479,-74.050599,7.905267,-72.505591,127,13688,54001,SANTA ROSA DEL SUR,CÚCUTA,LineString,-74.0505988631999,7.96347880175,-72.5055909658999,7.905267116589999
Feature,5647-5686,6.917506,-75.675468,6.645172,-75.46008,127,5647,5686,SAN ANDRÉS DE CUERQUÍA,SANTA ROSA DE OSOS,LineString,-75.6754680275,6.9175057149,-75.46007968,6.64517249596
Feature,27615-27099,7.433383,-77.11111,6.569004,-76.895089,127,27615,27099,RIOSUCIO,BELLAVISTA,LineString,-77.111109838,7.43338275367,-76.8950894319,6.56900387061
Feature,5690-5190,6.472525,-75.165171,6.538875,-75.086239,127,5690,5190,SANTO DOMINGO,CISNEROS,LineString,-75.1651709964999,6.47252483295,-75.0862390602,6.53887519889
Feature,5038-5237,6.885366,-75.334948,6.485885,-75.394095,127,5038,5237,ANGOSTURA,DONMATÍAS,LineString,-75.3349479887999,6.885366193,-75.3940951645,6.48588534619
Feature,99624-99001,5.131104,-70.863711,6.187035,-67.487229,127,99624,99001,SANTA ROSALÍA,PUERTO CARREÑO,LineString,-70.863710818,5.1311035939,-67.4872292090999,6.18703535506
Feature,5480-5360,7.243963,-76.436705,6.169702,-75.613401,127,5480,5360,MUTATÁ,ITAGÜÍ,LineString,-76.4367046954999,7.24396317282,-75.6134013955,6.16970164493
Feature,5001-5093,6.248941,-75.577056,6.1091,-75.984191,127,5001,5093,MEDELLÍN,BETULIA,LineString,-75.5770556256999,6.24894080931,-75.9841907479,6.10909980729
Feature,5665-5197,8.278064,-76.382562,6.057889,-75.185613,127,5665,5197,SAN PEDRO DE URABÁ,COCORNÁ,LineString,-76.3825621281999,8.27806430725999,-75.1856126096,6.0578887963
Feature,73616-73411,3.530214,-75.644684,4.92332,-75.06299,127,73616,73411,RIOBLANCO,LÍBANO,LineString,-75.6446841365,3.53021377745,-75.06299005100001,4.92332026847
Feature,76041-66001,4.794554,-75.992792,4.807002,-75.718267,127,76041,66001,ANSERMANUEVO,PEREIRA,LineString,-75.9927923367,4.7945538217,-75.7182670472,4.80700196952
Feature,76113-66001,4.208153,-76.157715,4.807002,-75.718267,127,76113,66001,BUGALAGRANDE,PEREIRA,LineString,-76.1577152068999,4.20815303935,-75.7182670472,4.80700196952
Feature,27250-25754,4.255196,-77.363855,4.576529,-74.215511,127,27250,25754,SANTA GENOVEVA DE DOCORDÓ,SOACHA,LineString,-77.3638553432,4.25519589014,-74.2155110973999,4.57652885514
Feature,5313-63001,6.141374,-75.187973,4.538105,-75.680004,127,5313,63001,GRANADA,ARMENIA,LineString,-75.1879726737,6.1413743323,-75.6800036165,4.53810471888
Feature,41396-73001,2.389328,-75.891112,4.439631,-75.19635,127,41396,73001,LA PLATA,IBAGUÉ,LineString,-75.8911122160999,2.38932771841,-75.1963501464999,4.43963072518
Feature,73555-73268,3.197021,-75.643784,4.150922,-74.885405,127,73555,73268,PLANADAS,ESPINAL,LineString,-75.6437838795,3.19702137708,-74.8854045716,4.15092191332
Feature,73563-73585,3.750764,-74.927607,3.858254,-74.930858,127,73563,73585,PRADO,PURIFICACIÓN,LineString,-74.9276073488999,3.75076384134,-74.9308583523,3.85825375287
Feature,68081-76001,7.067976,-73.846686,3.417587,-76.522332,127,68081,76001,BARRANCABERMEJA,SANTIAGO DE CALI,LineString,-73.8466857443,7.06797552653,-76.5223324663,3.417586541
Feature,52418-76130,1.494205,-77.521088,3.409349,-76.347736,127,52418,76130,SOTOMAYOR,CANDELARIA,LineString,-77.5210875384999,1.49420521986,-76.34773585160002,3.40934946236
Feature,50001-41001,4.122958,-73.626878,2.935546,-75.277946,127,50001,41001,VILLAVICENCIO,NEIVA,LineString,-73.626877897,4.12295758045,-75.27794586940001,2.93554559249
Feature,19075-41551,2.041394,-77.216541,1.853056,-76.049263,127,19075,41551,BALBOA,PITALITO,LineString,-77.2165412102999,2.0413935585,-76.0492634224,1.85305558984
Feature,86001-86749,1.151519,-76.650874,1.203158,-76.920995,127,86001,86749,MOCOA,SIBUNDOY,LineString,-76.6508743094999,1.15151944879,-76.9209951088,1.20315837253
Feature,44035-44001,11.162711,-72.588756,11.529125,-72.912271,126,44035,44001,ALBANIA,RIOHACHA,LineString,-72.5887556380999,11.1627111512,-72.9122712548,11.5291254274
Feature,47170-8433,10.028009,-74.620928,10.857597,-74.775158,126,47170,8433,CHIVOLO,MALAMBO,LineString,-74.6209275007,10.0280091848,-74.7751583853,10.8575967578
Feature,23855-23300,8.257266,-76.149909,9.03877,-75.790476,126,23855,23300,VALENCIA,COTORRA,LineString,-76.1499090095,8.25726617383,-75.790476295,9.0387702433
Feature,23855-23678,8.257266,-76.149909,8.799219,-75.699029,126,23855,23678,VALENCIA,SAN CARLOS,LineString,-76.1499090095,8.25726617383,-75.699028755,8.79921910618
Feature,44001-23001,11.529125,-72.912271,8.746423,-75.876635,126,44001,23001,RIOHACHA,MONTERÍA,LineString,-72.9122712548,11.5291254274,-75.8766346495,8.74642258289999
Feature,23466-23570,7.977922,-75.418484,8.502656,-75.508178,126,23466,23570,MONTELÍBANO,PUEBLO NUEVO,LineString,-75.4184835961,7.97792222738,-75.508177552,8.5026556435
Feature,81794-68547,6.457692,-71.740613,6.995475,-73.054308,126,81794,68547,TAME,PIEDECUESTA,LineString,-71.7406131925999,6.45769174666,-73.0543082605999,6.99547484166
Feature,54810-81736,8.639718,-72.735919,6.953878,-71.873949,126,54810,81736,TIBÚ,SARAVENA,LineString,-72.7359193716,8.63971770040999,-71.8739494778999,6.95387794055
Feature,5045-5842,7.882717,-76.626186,6.898877,-76.174689,126,5045,5842,APARTADÓ,URAMITA,LineString,-76.6261859722999,7.88271669619,-76.1746885609999,6.898876985400001
Feature,81220-81794,6.303394,-70.203568,6.457692,-71.740613,126,81220,81794,CRAVO NORTE,TAME,LineString,-70.2035675602,6.30339369856,-71.7406131925999,6.45769174666
Feature,5628-5088,6.853533,-75.814166,6.333786,-75.554448,126,5628,5088,SABANALARGA,BELLO,LineString,-75.814165993,6.85353316377,-75.5544475762,6.33378556234
Feature,5190-5088,6.538875,-75.086239,6.333786,-75.554448,126,5190,5088,CISNEROS,BELLO,LineString,-75.0862390602,6.53887519889,-75.5544475762,6.33378556234
Feature,5360-5088,6.169702,-75.613401,6.333786,-75.554448,126,5360,5088,ITAGÜÍ,BELLO,LineString,-75.6134013955,6.16970164493,-75.5544475762,6.33378556234
Feature,17653-5001,5.402601,-75.487171,6.248941,-75.577056,126,17653,5001,SALAMINA,MEDELLÍN,LineString,-75.4871709557999,5.40260148863,-75.5770556256999,6.24894080931
Feature,5649-5148,6.187976,-74.993002,6.084972,-75.335269,126,5649,5148,SAN CARLOS,EL CARMEN DE VIBORAL,LineString,-74.9930024004,6.18797640745,-75.33526901199991,6.08497157363
Feature,81300-85001,6.793989,-71.772007,5.332228,-72.393994,126,81300,85001,FORTUL,YOPAL,LineString,-71.7720069267,6.7939891634,-72.3939942485999,5.33222810526
Feature,76109-27361,3.875474,-77.011536,5.153351,-76.686002,126,76109,27361,BUENAVENTURA,ISTMINA,LineString,-77.0115358955,3.87547430591,-76.6860015417999,5.15335100307
Feature,76250-66170,4.509915,-76.237266,4.826246,-75.680286,126,76250,66170,EL DOVIO,DOSQUEBRADAS,LineString,-76.2372660274999,4.50991498966,-75.6802864094999,4.82624626731
Feature,17486-66001,5.166416,-75.519769,4.807002,-75.718267,126,17486,66001,NEIRA,PEREIRA,LineString,-75.5197693228,5.16641593633,-75.7182670472,4.80700196952
Feature,5674-11001,6.28154,-75.33206,4.650528,-74.105972,126,5674,11001,SAN VICENTE,"BOGOTÁ, D.C.",LineString,-75.3320597999999,6.2815401084,-74.105971599,4.65052840264
Feature,13670-25754,7.477475,-73.924558,4.576529,-74.215511,126,13670,25754,SAN PABLO,SOACHA,LineString,-73.9245578327,7.47747543639,-74.2155110973999,4.57652885514
Feature,66001-63001,4.807002,-75.718267,4.538105,-75.680004,126,66001,63001,PEREIRA,ARMENIA,LineString,-75.7182670472,4.80700196952,-75.6800036165,4.53810471888
Feature,20001-73001,10.461893,-73.258517,4.439631,-75.19635,126,20001,73001,VALLEDUPAR,IBAGUÉ,LineString,-73.2585170443999,10.4618933985,-75.1963501464999,4.43963072518
Feature,20228-73001,9.201044,-73.541775,4.439631,-75.19635,126,20228,73001,CURUMANÍ,IBAGUÉ,LineString,-73.5417746536,9.20104392798,-75.1963501464999,4.43963072518
Feature,17380-73001,5.4439,-74.674452,4.439631,-75.19635,126,17380,73001,LA DORADA,IBAGUÉ,LineString,-74.674452152,5.44389999408,-75.1963501464999,4.43963072518
Feature,73616-73124,3.530214,-75.644684,4.43777,-75.433796,126,73616,73124,RIOBLANCO,CAJAMARCA,LineString,-75.6446841365,3.53021377745,-75.4337958575,4.43777027301
Feature,86571-50001,0.963536,-76.408022,4.122958,-73.626878,126,86571,50001,PUERTO GUZMÁN,VILLAVICENCIO,LineString,-76.408021749,0.963535947743,-73.626877897,4.12295758045
Feature,27495-76109,5.708619,-77.266554,3.875474,-77.011536,126,27495,76109,NUQUÍ,BUENAVENTURA,LineString,-77.2665536660999,5.70861852278,-77.0115358955,3.87547430591
Feature,76111-76606,3.901401,-76.298934,3.8254,-76.52087,126,76111,76606,GUADALAJARA DE BUGA,RESTREPO,LineString,-76.2989340409999,3.90140102715,-76.5208699356,3.82540020841
Feature,41078-41298,3.153274,-75.054291,2.195653,-75.626738,126,41078,41298,BARAYA,GARZÓN,LineString,-75.0542906664999,3.15327369245,-75.62673823,2.19565280168
Feature,86568-52418,0.504219,-76.497837,1.494205,-77.521088,126,86568,52418,PUERTO ASÍS,SOTOMAYOR,LineString,-76.4978366717,0.504218750718,-77.5210875384999,1.49420521986
Feature,52233-86749,1.647672,-77.578431,1.203158,-76.920995,126,52233,86749,CUMBITARA,SIBUNDOY,LineString,-77.5784311041,1.64767179034,-76.9209951088,1.20315837253
Feature,18001-86573,1.617334,-75.60689,-0.184973,-74.78367,126,18001,86573,FLORENCIA,PUERTO LEGUÍZAMO,LineString,-75.6068902091,1.61733394988,-74.7836699475,-0.184973168284
